ph,hardness,tds,chlorine,sulfate,conductivity,organic_carbon,trihalomethanes,turbidity
-2.243264984564974,-0.767492884494706,0.7275722700201559,-1.1747583900873204,0.7683001995447676,-0.294517054891589,-1.5067555543177626,-1.3895087943424784,-0.09699421723922053
1.17292094179551,0.1491316857155466,0.07054019228612987,-0.28851755137717017,-1.2264145646017621,-0.24902887897514264,0.19058944152565666,-1.2584877047995233,4.221388253318362
0.04105211077245763,-1.018908605544658,-0.57524535397754,-1.2055306414314229,0.2287403248179735,0.14461075486132702,1.3336407246824773,0.6962687296353682,0.14382295266899997
0.7304631260319527,-1.113286480137379,-0.6747245657962685,1.0469981569568758,-0.9421541760549332,0.1431568847641652,1.3594886180201942,-0.9497081519811266,-0.8929153720206273
0.555537943055663,0.6125325264382206,-0.43251958769186516,-1.4763264532595244,0.19867055907219824,-0.2750558597331331,1.6351994802891758,-0.4007884529556423,-0.9092419598110152
-0.6895177710696939,0.4423511461885799,-0.3752755516107342,-0.23312749895778556,0.4077891468833808,0.13786046798042662,-0.11384130222967759,-0.763540872511137,0.27851730193969965
0.7407528426776167,-0.7676297963050436,-0.8810862817325573,-1.1562950392808589,-0.2950997808313114,0.10690361298434413,0.20207739412019757,0.231241638690373,0.0009653095031065699
-1.0290784203766095,-0.22276642843149586,-0.7042568246932478,-1.1993761911626024,-1.290206822517962,0.12214341882515244,0.9832581705489793,-0.7701897039207793,-0.7541393758023308
0.6172762429296472,0.4266519252698681,1.294955737184722,-0.7562557718075272,-0.909605774521003,0.139543119666482,-1.8284182269649083,0.568376501932245,-0.4847506772609316
-0.030975905747191414,-0.9663344703750182,1.9621016022122342,1.0777704083009783,-1.0790009624641226,-0.4024109442171755,1.750079006234585,-0.9193973029077565,-0.37862785662341064
0.7819117092602731,0.623668020345679,2.4079173461090986,0.43155313007482726,0.0626064997540051,0.09570807523107247,-2.055305290707091,0.7040908842349475,0.06219001371706091
